IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus
32373806,250000,CLARK COUNTY SHERIFF DEPT.,Accepted,CLARK,I 0064,,I64 W,,,,,,,,,38.01790788,-84.15429445,97.353,10/18/23 0:00,1124,3,1,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/25/23 10:47,FALSE,617,Accepted
32343615,80000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,KY3147,,OHARA,RD,,KY0236,DONALDSON,,,,,39.03911608,-84.63657125,0.588,10/17/23 0:00,902,2,2,0,0,CLOUDY,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,10/18/23 4:13,FALSE,3726,Accepted
32349016,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HIKES,LN,,,DOWNING,,,,,38.20263821,-85.6542491,1.264,10/17/23 0:00,938,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,10/19/23 7:34,FALSE,4693,Accepted
32341517,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.85298451,-85.71119571,106.562,10/17/23 0:00,1019,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/17/23 15:03,FALSE,1275,Accepted
32361818,591000,LAKESIDE PK/CRESTVIEW HILLS PD,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.03125748,-84.58311141,82.86,10/17/23 0:00,1634,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,10/22/23 22:04,FALSE,1433,Accepted
32398465,150200,LEBANON JUNCTION POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.83589621,-85.71704181,105.327,10/17/23 0:00,929,1,1,0,0,FOG WITH RAIN,WET,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,10/31/23 15:07,FALSE,601,Accepted
32342864,250100,WINCHESTER POLICE DEPARTMENT,Accepted,CLARK,I 0064,,I64 E,,,,,,,,,38.01037998,-84.17819687,95.975,10/16/23 0:00,251,1,1,0,0,RAINING,WET,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,10/17/23 21:49,FALSE,21071,Accepted
32340401,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,I 0065,I65 TURN AROUND109,I 0065,I65 NB EXIT112 OFF RAMP TO KY245,37.8997887,-85.69696973,109.934,10/16/23 0:00,2314,1,1,0,0,CLEAR,DRY,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,10/17/23 10:55,FALSE,1149,Accepted
32339891,190800,SOUTHGATE POLICE DEPARTMENT,Accepted,CAMPBELL,I 0471,,I471 N,,,,,,,,,39.06258925,-84.46822135,1.43,10/16/23 0:00,2058,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,10/17/23 8:16,FALSE,828,Accepted
32335395,590300,ERLANGER POLICE DEPARTMENT,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.04124913,-84.61090583,0.766,10/16/23 0:00,654,2,2,0,0,RAINING,WET,TRUE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAWN,,,10/16/23 8:37,FALSE,182,Accepted
32339740,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 NB,,,I 0064,I64 WB EXIT19B RAMP TO I265 NB,,,,,38.2220074,-85.50556048,25.43,10/16/23 0:00,1435,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/17/23 7:35,FALSE,5228,Accepted
32472697,460000,HANCOCK COUNTY SHERIFF DEPT.,Accepted,HANCOCK,US0060,,US60,,,KY0271,KY271,,,,,37.91978353,-86.80356184,7.255,10/16/23 0:00,1455,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,11/17/23 12:39,FALSE,91,Accepted
32557728,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1447,,WESTPORT,RD,,,CREEK,,,,,38.27588144,-85.60490547,3.269,10/16/23 0:00,1620,2,2,0,0,CLOUDY,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,12/8/23 8:33,FALSE,5228,Accepted
32335392,590300,ERLANGER POLICE DEPARTMENT,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.04185239,-84.61153819,0.821,10/16/23 0:00,551,2,2,0,0,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAWN,,,10/16/23 8:37,FALSE,182,Accepted
32374426,KSP1400,KY STATE POLICE POST 14,Accepted,CARTER,I 0064,,I64 E,,,,,,,,,38.32411696,-83.2293727,155.022,10/16/23 0:00,851,2,2,0,0,CLOUDY,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/25/23 13:10,FALSE,761,Accepted
32352870,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.88781,-85.69887706,109.074,10/15/23 0:00,1735,5,5,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/20/23 0:26,FALSE,1170,Accepted
32346136,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,109MM,I65 NB,,,,,I 0065,I65 TURN AROUND109,I 0065,I65 NB EXIT112 OFF RAMP TO KY245,37.89507733,-85.6994204,109.581,10/15/23 0:00,1313,4,4,0,0,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/18/23 14:42,FALSE,1137,Accepted
32339974,590100,COVINGTON POLICE DEPARTMENT,Accepted,KENTON,I 0075,,,,,,,,,,,39.08716455,-84.52287928,0.007,10/15/23 0:00,2146,2,1,0,1,CLEAR,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,I 0075,W 5TH ST,10/17/23 7:40,FALSE,348,Accepted
32346993,591000,LAKESIDE PK/CRESTVIEW HILLS PD,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.02915682,-84.57852836,82.574,10/14/23 0:00,1318,3,3,0,0,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/18/23 17:34,FALSE,1410,Accepted
32342591,250000,CLARK COUNTY SHERIFF DEPT.,Accepted,CLARK,I 0064,,I64 E,,,,,,,,,38.02769524,-84.0995075,100.454,10/14/23 0:00,1326,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/17/23 19:54,FALSE,627,Accepted
32335502,370000,FRANKLIN COUNTY SHERIFF,Accepted,FRANKLIN,I 0064,,I64 E,,,,,,,,,38.15518265,-84.92981656,51.132,10/14/23 0:00,144,2,2,0,0,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,10/16/23 9:00,TRUE,1620,Accepted
32334613,80000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,KY0236,,DONALDSON,HWY,,,SCHEBEN,,,,,39.033941,-84.62496461,0.413,10/14/23 0:00,2339,2,2,0,2,CLOUDY,WET,FALSE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,10/16/23 5:06,FALSE,3759,Accepted
32335833,190400,FT. THOMAS POLICE DEPARTMENT,Accepted,CAMPBELL,I 0471,,I471 N,,,,,,,,,39.05135764,-84.46655401,0.593,10/14/23 0:00,1037,2,2,0,0,CLEAR,WET,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/16/23 10:07,FALSE,4446,Accepted
32395930,440000,GREEN COUNTY SHERIFF DEPT.,Accepted,GREEN,US0068,2649,US68,,,,,,,,,37.21520618,-85.53174002,9.286,10/14/23 0:00,805,1,1,0,0,CLOUDY,WET,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,10/31/23 3:02,FALSE,1361,Accepted
32335180,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,,,,,,,38.22064609,-85.50570355,25.336,10/13/23 0:00,1115,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,10/16/23 8:22,FALSE,7316,Accepted
32330440,80000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,I 0275,,I275 W,,,,,,,,,39.05650065,-84.63165318,2.344,10/13/23 0:00,2223,2,2,0,0,RAINING,WET,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,10/14/23 15:59,FALSE,3318,Accepted
32374261,KSP0600,KY STATE POLICE POST 06,Accepted,KENTON,I 0075,,I75 NB,,,,,,,,,38.79270639,-84.60419082,166.277,10/13/23 0:00,1001,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,10/25/23 12:16,FALSE,904,Accepted
32335676,150100,SHEPHERDSVILLE POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 S,,,,,I 0065,I65 S EXIT112 OFF RAMP TO KY245,I 0065,I65 S REST AREA113 ON RAMP,37.93150082,-85.68817542,112.232,10/13/23 0:00,1250,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/16/23 9:37,FALSE,76,Accepted
32360869,KSP0400,KY STATE POLICE POST 04,Accepted,BULLITT,I 0065,,I65 NB,,,,,,,,,37.85224125,-85.71183462,106.501,10/13/23 0:00,425,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,10/22/23 16:06,FALSE,543,Accepted
32334229,980100,PIKEVILLE POLICE DEPARTMENT,Accepted,PIKE,US0023,,US23,,,,,,,,,37.47545695,-82.53822749,23.979,10/12/23 0:00,1750,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/16/23 1:47,FALSE,110,Accepted
32323192,340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,I 0075,,I75 NB,,,,,,,,,37.89564425,-84.3536708,98.797,10/12/23 0:00,710,3,3,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,10/12/23 15:19,FALSE,55323,Accepted
32362920,80000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,I 0275,,I275 W,,,,,,,,,39.06441591,-84.64483197,3.253,10/12/23 0:00,652,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,10/23/23 6:38,FALSE,3761,Accepted
32334228,980100,PIKEVILLE POLICE DEPARTMENT,Accepted,PIKE,US0023,,US23,,,,,,,,,37.47667409,-82.53973759,24.102,10/12/23 0:00,1832,2,2,0,0,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR TO REAR,STRAIGHT & LEVEL,DAYLIGHT,,,10/16/23 1:46,FALSE,106,Accepted
32473243,610000,KNOX COUNTY SHERIFF DEPARTMENT,Accepted,KNOX,US0025E,,US25E,,N,,,,,,,36.88452285,-83.8842115,12.069,10/12/23 0:00,1636,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,11/17/23 14:20,FALSE,102,Accepted
32325856,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,I 0065,I65 TURN AROUND107,I 0065,I65 TURN AROUND109,37.88832638,-85.699029,109.11,10/12/23 0:00,2021,1,1,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,10/13/23 7:27,FALSE,1055,Accepted
32318980,250000,CLARK COUNTY SHERIFF DEPT.,Accepted,CLARK,I 0064,,I64 E,,,,,,,,,38.02681917,-84.10569166,100.112,10/11/23 0:00,1700,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,10/11/23 20:41,FALSE,623,Accepted
32322136,80000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,KY0536,,MT ZION,RD,,US0025,US25 TURN LANE,,,,,38.95753755,-84.61960084,14.194,10/11/23 0:00,1758,2,2,0,0,CLOUDY,DRY,TRUE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/12/23 12:36,FALSE,3713,Accepted
32320027,340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,I 0075,,I75 N,,,,,,,,,37.90145666,-84.35663309,99.257,10/11/23 0:00,629,4,4,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,10/12/23 5:34,FALSE,58950,Accepted
32323820,470000,HARDIN COUNTY SHERIFF DEPT.,Accepted,HARDIN,KY0220,6300,RINEYVILLE,RD,,,,,,,,37.75244907,-85.97568168,12.817,10/11/23 0:00,1735,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,10/12/23 17:13,FALSE,6,Accepted
32320024,340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,I 0075,,I75 N,,,I 0075,I75 N EXIT99 ON RAMP FROM US25,,,,,37.88654385,-84.34297206,97.962,10/11/23 0:00,2320,2,2,0,0,CLEAR,DRY,TRUE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,10/12/23 5:32,FALSE,57494,Accepted
32320025,340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,I 0075,,I75 N,,,I 0075,I75 N EXIT99 ON RAMP FROM US25,,,,,37.8877014,-84.34455909,98.08,10/11/23 0:00,2301,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,10/12/23 5:33,FALSE,57494,Accepted
32320026,340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,I 0075,,I75 N,,,I 0075,I75 N EXIT99 ON RAMP FROM US25,,,,,37.88624611,-84.3425015,97.929,10/11/23 0:00,2208,3,3,0,0,CLEAR,DRY,TRUE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,10/12/23 5:33,FALSE,57494,Accepted
32312889,110100,DANVILLE POLICE DEPARTMENT,Accepted,BOYLE,US0150,,US150 TURN LANE,,,US0150B,DANVILLE,,,,,37.61958,-84.73422695,0.034,10/10/23 0:00,1022,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,CURVE & GRADE,DAYLIGHT,,,10/10/23 14:18,FALSE,696,Accepted
32314762,591000,LAKESIDE PK/CRESTVIEW HILLS PD,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.02639147,-84.56928419,82.037,10/10/23 0:00,1651,3,3,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,10/10/23 23:09,FALSE,1427,Accepted
32316462,KSP0900,KY STATE POLICE POST 09,Accepted,MAGOFFIN,KY9009,,KY9009,,,,,,,,,37.74514695,-83.15662552,68.673,10/10/23 0:00,1149,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,10/11/23 9:49,FALSE,736,Accepted
32316110,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.2632785,-85.77297656,3.492,10/10/23 0:00,901,2,2,0,0,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & HILLCREST,DAYLIGHT,,,10/11/23 8:40,FALSE,4903,Accepted
32316448,470000,HARDIN COUNTY SHERIFF DEPT.,Accepted,HARDIN,I 0065,,I65 N,,,,,,,,,37.79453467,-85.75383656,101.713,10/10/23 0:00,1323,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & GRADE,DAYLIGHT,,,10/11/23 9:46,FALSE,965,Accepted
32316186,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PARK,RD,S,,,,OLD SOUTH PARK,,MINOR,38.11896005,-85.70395949,1.551,10/10/23 0:00,1623,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/11/23 8:48,FALSE,2324,Accepted
32316262,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HIKES,LN,,,DOWNING,,,,,38.20264639,-85.65426989,1.265,10/10/23 0:00,2020,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,10/11/23 9:02,FALSE,5458,Accepted
32308269,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,,,,,37.90043384,-85.69647366,109.985,10/9/23 0:00,730,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,,,10/9/23 15:33,FALSE,1248,Accepted
32335432,1140000,WARREN COUNTY SHERIFF DEPT.,Accepted,WARREN,,1100,MELODY,AVE,,,,,,,,37.03203529,-86.3710705,,10/9/23 0:00,1008,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/16/23 8:44,FALSE,443,Accepted
32326150,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 SB,,,,,,,,,38.24519776,-85.50355563,27,10/9/23 0:00,1712,4,4,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/13/23 8:41,FALSE,7751,Accepted
32320539,80000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,I 0275,,I275 W,,,,,,,,,39.07541622,-84.67975589,5.368,10/9/23 0:00,1350,3,3,1,1,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,10/12/23 8:03,TRUE,3302,Accepted
32359739,430000,GRAYSON COUNTY SHERIFF DEPT.,Accepted,GRAYSON,WK9001,,,,,,,,,,,37.490277,-86.20552484,0.182,10/9/23 0:00,1332,2,1,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY0224,WK9001,10/22/23 3:03,FALSE,104,Accepted
32346592,150200,LEBANON JUNCTION POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.82705369,-85.72148821,104.66,10/9/23 0:00,1141,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/18/23 16:04,FALSE,601,Accepted
32312426,590300,ERLANGER POLICE DEPARTMENT,Accepted,KENTON,I 0075,,,,,,,,,,,39.03808395,-84.60603986,0.826,10/9/23 0:00,1612,2,2,0,0,CLEAR,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,I 0075,I 0275,10/10/23 12:36,FALSE,141,Accepted
32309537,980100,PIKEVILLE POLICE DEPARTMENT,Accepted,PIKE,US0023,,US23,,,,,,,,,37.47122601,-82.53368083,23.565,10/9/23 0:00,1237,2,2,0,0,RAINING,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,10/9/23 22:38,FALSE,120,Accepted
32306376,KSP1100,KY STATE POLICE POST 11,Accepted,WHITLEY,I 0075,,I75 S,,,,,,,,,36.77818538,-84.1703065,14.415,10/8/23 0:00,2320,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,,,10/9/23 10:02,FALSE,832,Accepted
32309481,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 SB,,,,,,,,,37.89650449,-85.69947919,109.683,10/8/23 0:00,102,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/OFF,,,10/9/23 22:12,FALSE,1323,Accepted
32304470,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.89968926,-85.69741963,109.927,10/7/23 0:00,2131,2,2,0,5,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,10/9/23 0:00,FALSE,1284,Accepted
32302900,300000,DAVIESS COUNTY SHERIFF DEPT.,Accepted,DAVIESS,US0431,,US431,,,,LOCUST GROVE,,,,,37.58763678,-87.10382413,1.276,10/7/23 0:00,754,2,2,0,0,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,10/8/23 13:08,FALSE,1139,Accepted
32300221,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,I 0065,I65 TURN AROUND109,I 0065,I65 NB EXIT112 OFF RAMP TO KY245,37.9065694,-85.69169208,110.483,10/6/23 0:00,1727,5,5,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,10/7/23 8:48,FALSE,1170,Accepted
32335494,KSP1100,KY STATE POLICE POST 11,Accepted,WHITLEY,I 0075,,I75 S,,,,,,,,,36.77584264,-84.17029747,14.249,10/6/23 0:00,749,2,2,0,0,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAWN,,,10/16/23 9:00,FALSE,536,Accepted
32300234,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,109MM,I65 S,,,,,,,,,37.88269678,-85.69991159,108.694,10/6/23 0:00,2138,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,10/7/23 9:11,FALSE,1137,Accepted
32300398,980100,PIKEVILLE POLICE DEPARTMENT,Accepted,PIKE,US0023,,US23,,,,,,,,,37.46550274,-82.5266381,22.979,10/5/23 0:00,1237,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/7/23 11:47,FALSE,110,Accepted
32335635,260100,MANCHESTER POLICE DEPARTMENT,Accepted,CLAY,US0421,,US421,,S,,,,,,,37.13613037,-83.76161286,16.491,10/5/23 0:00,1010,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,10/16/23 9:34,FALSE,103,Accepted
